File,Class,Classification,Score,Smells,Speculative Methods
EnvironmentTests.py,MyFS,potential,0.5,cohesion,Dir
EnvironmentTests.py,MyAction,potential,0.5,cohesion,"__init__, __call__"
EnvironmentTests.py,MyFS,potential,0.5,cohesion,Entry
EnvironmentTests.py,MyFS,potential,0.5,cohesion,File
EnvironmentTests.py,MyFS,potential,0.5,cohesion,"__init__, Repository, Dir"
EnvironmentTests.py,MyEnv,potential,0.5,"cohesion, interfaces",
EnvironmentValues.py,EnvironmentValues,potential,0.5,cohesion,__init__
EnvironmentValuesTest.py,MyTestCase,potential,0.7,"cohesion, interfaces",test_simple_environmentValues
Errors.py,InternalError,potential,0.5,"cohesion, interfaces",
Errors.py,UserError,potential,0.5,"cohesion, interfaces",
Errors.py,StopError,potential,0.5,"cohesion, interfaces",
Errors.py,SConsEnvironmentError,potential,0.5,"cohesion, interfaces",
Errors.py,MSVCError,potential,0.5,"cohesion, interfaces",
Errors.py,ExplicitExit,potential,0.7,"cohesion, interfaces",__init__
ErrorsTests.py,PhonyException,potential,0.7,"cohesion, interfaces",__init__
Executor.py,Batch,potential,0.5,cohesion,__init__
Executor.py,TSList,potential,0.7,"cohesion, interfaces","__init__, __getitem__, __str__"
Executor.py,TSObject,potential,0.5,cohesion,"__init__, __str__"
Executor.py,Executor,sak,0.8,"large_class, cohesion","__init__, _get_source, _get_sources, get_build_env, get_build_scanner_path, get_kw, __call__, cleanup, add_sources, get_sources, prepare, add_pre_action, add_post_action, __str__, nullify, get_contents, get_timestamp, scan_targets, scan_sources, scan, get_unignored_sources, get_implicit_deps"
Executor.py,NullEnvironment,potential,0.5,"cohesion, interfaces",
Executor.py,Null,sak,0.8,"large_class, cohesion","__init__, get_build_env, get_build_scanner_path, cleanup, prepare, get_unignored_sources, __call__, get_contents, add_pre_action, add_post_action"
ExecutorTests.py,MyBuilder,potential,0.5,cohesion,__init__
ExecutorTests.py,MyNode,sak,0.8,"large_class, cohesion","__init__, __str__, build, get_implicit_deps, missing, calc_signature"
ExecutorTests.py,MyScanner,potential,0.5,cohesion,"__init__, path, select"
ExecutorTests.py,ExecutorTestCase,sak,1.0,"large_class, cohesion, interfaces","test__init__, test__action_list, test_get_build_env, test_get_build_scanner_path, test_get_kw, test__call__, test_cleanup, test_add_sources, test_get_sources, test_prepare, test_add_pre_action, test_add_post_action, test___str__, test_nullify, test_get_contents, test_get_timestamp, test_scan_targets, test_scan_sources, test_get_unignored_sources, test_changed_sources_for_alwaysBuild"
ExecutorTests.py,LocalScanner,potential,0.5,cohesion,path
MemoizeTests.py,FakeObject,potential,0.5,cohesion,"__init__, dict, value"
MemoizeTests.py,Returner,potential,0.5,cohesion,"__init__, __call__"
MemoizeTests.py,CountDictTestCase,potential,0.7,"cohesion, interfaces",test___call__
MemoizeTests.py,CountValueTestCase,potential,0.7,"cohesion, interfaces",test___call__
PathList.py,_PathList,potential,0.5,cohesion,"__init__, __getitem__, subst_path"
PathList.py,PathListCache,potential,0.5,cohesion,"__init__, PathList"
PathListTests.py,subst_pathTestCase,potential,0.7,"large_class, interfaces","test_node, test_object, test_object_get, test_string, test_subst, test_list_of_lists, test_subst_nested, test_another_env"
PathListTests.py,PathListTestCase,potential,0.7,"cohesion, interfaces",test_PathList
PathListTests.py,A,potential,0.5,cohesion,__str__
PathListTests.py,B,potential,0.5,cohesion,get
SConf.py,SConfWarning,potential,0.5,"cohesion, interfaces",
SConf.py,SConfError,potential,0.7,"cohesion, interfaces",__init__
SConf.py,ConfigureDryRunError,potential,0.7,"cohesion, interfaces",__init__
SConf.py,ConfigureCacheError,potential,0.7,"cohesion, interfaces",__init__
SConf.py,SConfBase,sak,0.8,"large_class, cohesion","__init__, Define, TryBuild, TryAction, TryCompile, TryLink, TryRun"
SConf.py,CheckContext,potential,0.5,large_class,"__init__, TryBuild, TryAction, TryCompile, TryLink, TryRun, Display, Log"
SConfTests.py,SConfTestCase,potential,0.7,"large_class, interfaces","test_TryBuild, test_TryCompile, test_TryLink, test_TryRun, test_TryAction, test_CheckCC, test_CheckSHCC, test_CheckCXX, test_CheckSHCXX, test_CheckHeader, test_CheckCHeader, test_CheckCXXHeader, test_CheckLib, test_CheckLibWithHeader, test_CheckFunc, test_CheckProg, test_Define, test_CheckTypeSize, test_CheckDeclaration, test_CheckMember, test_, test_CustomChecks"
SConfTests.py,MyAction,potential,0.5,cohesion,get_contents
SConfTests.py,MyNode,potential,0.5,cohesion,"__init__, add_pre_action, add_post_action, children, postprocess, prepare, build"
SConsign.py,SConsignEntry,potential,0.5,cohesion,__init__
SConsign.py,Dir,potential,0.7,"cohesion, interfaces",__init__
SConsignTests.py,DummySConsignEntry,potential,0.5,cohesion,__init__
SConsignTests.py,FS,potential,0.5,cohesion,__init__
SConsignTests.py,DummyNode,potential,0.5,cohesion,__init__
SConsignTests.py,BaseTestCase,potential,0.7,"cohesion, interfaces","test_Base, test_store_info"
SConsignTests.py,SConsignDBTestCase,potential,0.7,"cohesion, interfaces",test_SConsignDB
SConsignTests.py,SConsignDirFileTestCase,potential,0.7,"cohesion, interfaces",test_SConsignDirFile
Subst.py,SpecialAttrWrapper,potential,0.5,cohesion,"__init__, __str__, escape"
Subst.py,NullNodeList,potential,0.7,"cohesion, interfaces","__call__, __str__"
Subst.py,ListSubber,potential,0.7,"large_class, interfaces",__init__
SubstTests.py,scons_subst_TestCase,sak,1.0,"large_class, cohesion, interfaces","test_scons_subst, test_subst_env, test_subst_SUBST_modes, test_subst_target_source, test_subst_callable_expansion, test_subst_callable_with_default_expansion, test_subst_partial_callable_with_default_expansion, test_subst_partial_callable_with_no_default_expansion, test_subst_attribute_errors, test_subst_syntax_errors, test_subst_balance_errors, test_subst_type_errors, test_subst_raw_function, test_subst_overriding_gvars"
SubstTests.py,CLVar_TestCase,potential,0.7,"cohesion, interfaces","test_CLVar, test_subst_overriding_lvars_overrides"
SubstTests.py,scons_subst_list_TestCase,sak,1.0,"large_class, cohesion, interfaces","test_scons_subst_list, test_subst_env, test_subst_target_source, test_subst_escape, test_subst_SUBST_modes, test_subst_attribute_errors, test_subst_syntax_errors, test_subst_raw_function, test_subst_list_overriding_gvars, test_subst_list_overriding_gvars2, test_subst_list_overriding_lvars_overrides"
SubstTests.py,quote_spaces_TestCase,potential,0.7,"cohesion, interfaces",test_quote_spaces
SubstTests.py,LiteralTestCase,potential,0.7,"cohesion, interfaces","test_Literal, test_LiteralEqualsTest"
SubstTests.py,SpecialAttrWrapperTestCase,potential,0.7,"cohesion, interfaces",test_SpecialAttrWrapper
Warnings.py,SConsWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,WarningOnByDefault,potential,0.5,"cohesion, interfaces",
Warnings.py,LinkWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,CacheVersionWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,CacheWriteErrorWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,CacheCleanupErrorWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,CorruptSConsignWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,DependencyWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,DevelopmentVersionWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,DuplicateEnvironmentWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,FortranCxxMixWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,FutureReservedVariableWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,MisleadingKeywordsWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,MissingSConscriptWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,NoObjectCountWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,NoParallelSupportWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,ReservedVariableWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,StackSizeWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,TargetNotBuiltWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,VisualCMissingWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,VisualVersionMismatch,potential,0.5,"cohesion, interfaces",
Warnings.py,VisualStudioMissingWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,FutureDeprecatedWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,DeprecatedWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,MandatoryDeprecatedWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,PythonVersionWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,DeprecatedOptionsWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,DeprecatedDebugOptionsWarning,potential,0.5,"cohesion, interfaces",
Warnings.py,ToolQtDeprecatedWarning,potential,0.5,"cohesion, interfaces",
PackageVariableTests.py,PackageVariableTestCase,potential,0.7,"cohesion, interfaces","test_PackageVariable, test_converter, test_validator"
PathVariableTests.py,PathVariableTestCase,sak,1.0,"large_class, cohesion, interfaces","test_PathVariable, test_PathExists, test_PathIsDir, test_PathIsDirCreate, test_PathIsDirCreate_bad_dir, test_PathIsFile, test_PathAccept, test_validator"
PathVariableTests.py,ValidatorError,potential,0.5,"cohesion, interfaces",
VariablesTests.py,VariablesTestCase,sak,1.0,"large_class, cohesion, interfaces","test_keys, test_Add, test_AddVariables, test_Update, test_noaggregation, test_args, test_Save, test_GenerateHelpText, test_FormatVariableHelpText, test_Aliases"
VariablesTests.py,UnknownVariablesTestCase,potential,0.7,"cohesion, interfaces","test_unknown, test_AddOptionUpdatesUnknown, test_AddOptionWithAliasUpdatesUnknown, test_VariableTypesImportVisibility"
__init__.py,Variables,potential,0.5,large_class,"__init__, __str__, keys, Add, AddVariables, Update, UnknownVariables, Save, GenerateHelpText, FormatVariableHelpText"
envs.py,MethodWrapper,potential,0.5,cohesion,"__init__, __call__, clone"
filelock.py,SConsLockFailure,potential,0.5,"cohesion, interfaces",
sctypes.py,NullSeq,potential,0.7,"cohesion, interfaces","__getitem__, __delitem__, __setitem__"
stats.py,TimeStats,potential,0.7,"cohesion, interfaces","__init__, total_times, add_command"
UtilTests.py,OutBuffer,potential,0.5,cohesion,"__init__, write"
UtilTests.py,dictifyTestCase,potential,0.7,"cohesion, interfaces",test_dictify
UtilTests.py,UtilTestCase,sak,1.0,"large_class, cohesion, interfaces","test_splitext, test_render_tree, test_print_tree, test_is_Dict, test_is_List, test_is_String, test_is_Tuple, test_to_Bytes, test_to_String, test_WhereIs, test_get_env_var, test_Proxy, test_display, test_get_native_path, test_PrependPath, test_AppendPath, test_PrependPathPreserveOld, test_AppendPathPreserveOld, test_addPathIfNotExists, test_CLVar, test_Selector, test_adjustixes, test_containsAny, test_containsAll, test_containsOnly, test_LogicalLines, test_intern, test_wait_for_process_to_die_success_psutil, test_wait_for_process_to_die_success_non_psutil"
UtilTests.py,HashTestCase,potential,0.7,"cohesion, interfaces","test_collect, test_MD5signature"
UtilTests.py,FIPSHashTestCase,sak,1.0,"large_class, cohesion, interfaces","__init__, test_basic_failover_bad_hashlib_hash_init, test_basic_failover_bad_hashlib_hash_get, test_usedforsecurity_flag_behavior, test_automatic_default_to_md5, test_automatic_default_to_sha256, test_automatic_default_to_sha1, test_no_available_algorithms, test_bad_algorithm_set_attempt"
UtilTests.py,NodeListTestCase,potential,0.7,"cohesion, interfaces","test_simple_attributes, test_callable_attributes, test_null"
UtilTests.py,flattenTestCase,potential,0.7,"cohesion, interfaces","test_scalar, test_dictionary_values"
UtilTests.py,OsEnviron,potential,0.5,cohesion,"__init__, stop"
UtilTests.py,get_env_boolTestCase,potential,0.7,"cohesion, interfaces","test_missing, test_true, test_false, test_default"
UtilTests.py,get_os_env_boolTestCase,potential,0.7,"cohesion, interfaces","test_missing, test_true, test_false, test_default"
UtilTests.py,EnvironmentVariableTestCase,potential,0.7,"cohesion, interfaces",test_is_valid_construction_var
UtilTests.py,Node,potential,0.5,cohesion,"__init__, __str__"
UtilTests.py,Derived,potential,0.5,"cohesion, interfaces",
UtilTests.py,Subject,potential,0.5,cohesion,"meth, other"
UtilTests.py,ProxyTest,potential,0.7,"cohesion, interfaces",other
UtilTests.py,MyNode,potential,0.5,cohesion,"__init__, __str__"
UtilTests.py,DummyEnv,potential,0.7,"cohesion, interfaces",subst
UtilTests.py,TestClass,potential,0.5,cohesion,__init__
UtilTests.py,TestClass,potential,0.5,cohesion,"__init__, meth"
UtilTests.py,mydict,potential,0.5,"cohesion, interfaces",
UtilTests.py,mylist,potential,0.5,"cohesion, interfaces",
UtilTests.py,mystr,potential,0.5,"cohesion, interfaces",
UtilTests.py,mytuple,potential,0.5,"cohesion, interfaces",
__init__.py,NodeList,potential,0.7,"cohesion, interfaces","__bool__, __str__, __call__, __getitem__"
__init__.py,DisplayEngine,potential,0.5,cohesion,__call__
__init__.py,Proxy,potential,0.5,cohesion,"__init__, get"
__init__.py,Delegate,potential,0.5,cohesion,__init__
__init__.py,CLVar,potential,0.7,"cohesion, interfaces","__init__, __str__"
__init__.py,Selector,potential,0.7,"cohesion, interfaces",__call__
__init__.py,LogicalLines,potential,0.5,cohesion,__init__
__init__.py,UniqueList,potential,0.7,"cohesion, interfaces","__init__, __getitem__, __setitem__, count"
__init__.py,Unbuffered,potential,0.5,cohesion,"__init__, write"
__init__.py,DispatchingFormatter,potential,0.7,"cohesion, interfaces",__init__
__init__.py,_NoError,potential,0.5,"cohesion, interfaces",
Job.py,ThreadPool,potential,0.5,cohesion,"__init__, get, preparation_failed, cleanup"
Job.py,State,potential,0.5,"cohesion, interfaces",
Job.py,FakeLock,potential,0.7,"cohesion, interfaces","lock, unlock"
Job.py,FakeCondition,potential,0.7,"cohesion, interfaces","__init__, wait"
JobTests.py,NoThreadsException,potential,0.7,"cohesion, interfaces",__str__
JobTests.py,RandomTask,potential,0.5,"cohesion, interfaces",
JobTests.py,Taskmaster,potential,0.5,cohesion,"__init__, next_task, cleanup"
JobTests.py,JobTestCase,potential,0.5,"cohesion, interfaces",
JobTests.py,DummyNodeInfo,potential,0.5,cohesion,update
JobTests.py,testnode,potential,0.7,"cohesion, interfaces",__init__
JobTests.py,goodnode,potential,0.7,"cohesion, interfaces",__init__
JobTests.py,slowgoodnode,potential,0.7,"cohesion, interfaces",prepare
JobTests.py,badnode,potential,0.7,"cohesion, interfaces","__init__, build"
JobTests.py,slowbadnode,potential,0.7,"cohesion, interfaces",build
JobTests.py,badpreparenode,potential,0.7,"cohesion, interfaces",prepare
JobTests.py,SleepTask,potential,0.5,"cohesion, interfaces",
JobTests.py,WaitThreadPool,potential,0.7,"cohesion, interfaces",get
TaskmasterTests.py,Node,sak,0.8,"large_class, cohesion","__init__, make_ready, prepare, build, children, scan, scanner_key, set_bsig, set_csig, store_csig, store_bsig, __str__, postprocess"
TaskmasterTests.py,OtherError,potential,0.5,"cohesion, interfaces",
TaskmasterTests.py,MyException,potential,0.5,"cohesion, interfaces",
