File,Class,Is Blob Controller,Is Data Class,Smells
PlatformTests.py,TempFileMungeTestCase,True,False,"large_class, low_cohesion, comment_heavy"
__init__.py,TempFileMunge,True,False,"large_class, low_cohesion, comment_heavy"
