File,Classification,Score,Smells
config.py,spaghetti,0.7000000000000001,"global_vars, switch_stmt, dead_code"
dates.py,clean,0.0,
display.py,clean,0.3,global_vars
localization.py,clean,0.15,dead_code
__init__.py,clean,0.15,dead_code
